pt_name,pt_code,soc_name,soc_code
supraventricular tachyarrhythmia,10065342.0,Cardiac disorders,10007541.0
supraventricular tachycardia,10042604.0,Cardiac disorders,10007541.0
surgery,10042609.0,Surgical and medical procedures,10042613.0
suspected covid-19,10084451.0,Infections and infestations,10021881.0
suture related complication,10059059.0,"Injury, poisoning and procedural complications",10022117.0
suture rupture,10048547.0,"Injury, poisoning and procedural complications",10022117.0
sweat discolouration,10042652.0,Skin and subcutaneous tissue disorders,10040785.0
swelling,10042674.0,General disorders and administration site conditions,10018065.0
swelling face,10042682.0,General disorders and administration site conditions,10018065.0
swelling of eyelid,10042690.0,Eye disorders,10015919.0
swollen tongue,10042727.0,Gastrointestinal disorders,10017947.0
syncope,10042772.0,Nervous system disorders,10029205.0
synovial cyst,10042858.0,Musculoskeletal and connective tissue disorders,10028395.0
systemic inflammatory response syndrome,10051379.0,General disorders and administration site conditions,10018065.0
systemic lupus erythematosus,10042945.0,Musculoskeletal and connective tissue disorders,10028395.0
systemic scleroderma,10078638.0,Musculoskeletal and connective tissue disorders,10028395.0
tachyarrhythmia,10049447.0,Cardiac disorders,10007541.0
tachycardia,10043071.0,Cardiac disorders,10007541.0
tachypnoea,10043089.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
taste disorder,10082490.0,Nervous system disorders,10029205.0
tearfulness,10043169.0,Psychiatric disorders,10037175.0
telangiectasia,10043189.0,Skin and subcutaneous tissue disorders,10040785.0
temperature intolerance,10057040.0,General disorders and administration site conditions,10018065.0
temperature regulation disorder,10061376.0,General disorders and administration site conditions,10018065.0
temporomandibular joint syndrome,10043220.0,Musculoskeletal and connective tissue disorders,10028395.0
tenderness,10043224.0,General disorders and administration site conditions,10018065.0
tendon calcification,10057888.0,Musculoskeletal and connective tissue disorders,10028395.0
tendon dislocation,10079547.0,"Injury, poisoning and procedural complications",10022117.0
tendon disorder,10043239.0,Musculoskeletal and connective tissue disorders,10028395.0
tendon injury,10043242.0,"Injury, poisoning and procedural complications",10022117.0
tendon pain,10066371.0,Musculoskeletal and connective tissue disorders,10028395.0
tendon rupture,10043248.0,"Injury, poisoning and procedural complications",10022117.0
tendonitis,10043255.0,Musculoskeletal and connective tissue disorders,10028395.0
tenosynovitis,10043261.0,Musculoskeletal and connective tissue disorders,10028395.0
tension,10043268.0,Psychiatric disorders,10037175.0
tension headache,10043269.0,Nervous system disorders,10029205.0
teratoma,10043276.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
terminal insomnia,10068932.0,Psychiatric disorders,10037175.0
terminal state,10048669.0,General disorders and administration site conditions,10018065.0
tetany,10043380.0,Metabolism and nutrition disorders,10027433.0
thalamic infarction,10064961.0,Nervous system disorders,10029205.0
,,,
thalassaemia beta,10043391.0,"Congenital, familial and genetic disorders",10010331.0
thalassaemia minor,10043393.0,"Congenital, familial and genetic disorders",10010331.0
thecal sac compression,10074801.0,Nervous system disorders,10029205.0
therapeutic product effect decreased,10082201.0,General disorders and administration site conditions,10018065.0
therapeutic product effect incomplete,10082200.0,General disorders and administration site conditions,10018065.0
therapeutic response decreased,10043414.0,General disorders and administration site conditions,10018065.0
therapeutic response unexpected,10043417.0,General disorders and administration site conditions,10018065.0
therapy cessation,10065154.0,Surgical and medical procedures,10042613.0
therapy change,10074300.0,Surgical and medical procedures,10042613.0
therapy interrupted,10066377.0,Surgical and medical procedures,10042613.0
therapy naive,10051259.0,General disorders and administration site conditions,10018065.0
therapy non-responder,10051082.0,General disorders and administration site conditions,10018065.0
therapy partial responder,10078115.0,General disorders and administration site conditions,10018065.0
thermal burn,10053615.0,"Injury, poisoning and procedural complications",10022117.0
thinking abnormal,10043431.0,Psychiatric disorders,10037175.0
thirst,10043458.0,General disorders and administration site conditions,10018065.0
thoracic vertebral fracture,10049948.0,"Injury, poisoning and procedural complications",10022117.0
throat cancer,10043515.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
throat clearing,10080125.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
throat irritation,10043521.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
throat lesion,10054830.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
throat tightness,10043528.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
thrombasthenia,10043529.0,Blood and lymphatic system disorders,10005329.0
thrombocytopenia,10043554.0,Blood and lymphatic system disorders,10005329.0
thrombocytosis,10043563.0,Blood and lymphatic system disorders,10005329.0
thrombophlebitis,10043570.0,Vascular disorders,10047065.0
thrombophlebitis superficial,10043595.0,Vascular disorders,10047065.0
thrombosis,10043607.0,Vascular disorders,10047065.0
thrombotic microangiopathy,10043645.0,Blood and lymphatic system disorders,10005329.0
thrombotic stroke,10043647.0,Nervous system disorders,10029205.0
thrombotic thrombocytopenic purpura,10043648.0,Blood and lymphatic system disorders,10005329.0
thyroid adenoma,10043688.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
thyroid cancer,10066474.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
thyroid cyst,10043706.0,Endocrine disorders,10014698.0
thyroid disorder,10043709.0,Endocrine disorders,10014698.0
thyroid function test abnormal,10043730.0,Investigations,10022891.0
thyroid gland injury,10078653.0,"Injury, poisoning and procedural complications",10022117.0
thyroid hormones increased,10063161.0,Investigations,10022891.0
thyroid mass,10058900.0,Endocrine disorders,10014698.0
thyroid neoplasm,10043744.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
thyroid pain,10043757.0,Endocrine disorders,10014698.0
thyroxine decreased,10043816.0,Investigations,10022891.0
thyroxine increased,10043818.0,Investigations,10022891.0
tibia fracture,10043827.0,"Injury, poisoning and procedural complications",10022117.0
tinnitus,10043882.0,Ear and labyrinth disorders,10013993.0
tissue infiltration,10080901.0,General disorders and administration site conditions,10018065.0
tongue blistering,10043942.0,Gastrointestinal disorders,10017947.0
tongue coated,10043945.0,Gastrointestinal disorders,10017947.0
tongue discolouration,10043949.0,Gastrointestinal disorders,10017947.0
tongue discomfort,10077855.0,Gastrointestinal disorders,10017947.0
tongue disorder,10043951.0,Gastrointestinal disorders,10017947.0
tongue dry,10049713.0,Gastrointestinal disorders,10017947.0
tongue erythema,10079075.0,Gastrointestinal disorders,10017947.0
tongue fungal infection,10075845.0,Infections and infestations,10021881.0
tongue geographic,10043957.0,Gastrointestinal disorders,10017947.0
tongue injury,10059924.0,"Injury, poisoning and procedural complications",10022117.0
tongue movement disturbance,10043963.0,Gastrointestinal disorders,10017947.0
tongue neoplasm,10062129.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
tongue oedema,10043967.0,Gastrointestinal disorders,10017947.0
tongue rough,10043977.0,Gastrointestinal disorders,10017947.0
tongue ulceration,10043991.0,Gastrointestinal disorders,10017947.0
tonsillar disorder,10053477.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
tonsillar hypertrophy,10044003.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
tonsillitis,10044008.0,Infections and infestations,10021881.0
tooth abscess,10044016.0,Infections and infestations,10021881.0
tooth deposit,10044029.0,Gastrointestinal disorders,10017947.0
tooth discolouration,10044032.0,Gastrointestinal disorders,10017947.0
tooth disorder,10044034.0,Gastrointestinal disorders,10017947.0
tooth fracture,10062544.0,"Injury, poisoning and procedural complications",10022117.0
tooth infection,10048762.0,Infections and infestations,10021881.0
tooth injury,10044043.0,"Injury, poisoning and procedural complications",10022117.0
tooth loss,10044044.0,Gastrointestinal disorders,10017947.0
tooth pulp haemorrhage,10072228.0,Gastrointestinal disorders,10017947.0
toothache,10044055.0,Gastrointestinal disorders,10017947.0
torsade de pointes,10044066.0,Cardiac disorders,10007541.0
torticollis,10044074.0,Musculoskeletal and connective tissue disorders,10028395.0
total lung capacity abnormal,10044098.0,Investigations,10022891.0
total lung capacity decreased,10044100.0,Investigations,10022891.0
toxic cardiomyopathy,10083657.0,Cardiac disorders,10007541.0
toxic epidermal necrolysis,10044223.0,Skin and subcutaneous tissue disorders,10040785.0
toxic skin eruption,10057970.0,Skin and subcutaneous tissue disorders,10040785.0
toxicity to various agents,10070863.0,"Injury, poisoning and procedural complications",10022117.0
tracheal compression,10085181.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
tracheal stenosis,10050816.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
tracheitis,10044302.0,Infections and infestations,10021881.0
tracheobronchitis,10044314.0,Infections and infestations,10021881.0
transaminases abnormal,10062688.0,Investigations,10022891.0
transaminases decreased,10054795.0,Investigations,10022891.0
transaminases increased,10054889.0,Investigations,10022891.0
transferrin decreased,10044356.0,Investigations,10022891.0
transferrin saturation abnormal,10079855.0,Investigations,10022891.0
transferrin saturation decreased,10050770.0,Investigations,10022891.0
transient acantholytic dermatosis,10051446.0,Skin and subcutaneous tissue disorders,10040785.0
transient ischaemic attack,10044390.0,Nervous system disorders,10029205.0
transitional cell carcinoma,10044412.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
transverse sinus thrombosis,10044457.0,Nervous system disorders,10029205.0
traumatic fracture,10049514.0,"Injury, poisoning and procedural complications",10022117.0
traumatic lung injury,10069363.0,"Injury, poisoning and procedural complications",10022117.0
treatment delayed,10085087.0,Surgical and medical procedures,10042613.0
treatment failure,10066901.0,General disorders and administration site conditions,10018065.0
treatment noncompliance,10049414.0,General disorders and administration site conditions,10018065.0
tremor,10044565.0,Nervous system disorders,10029205.0
trichorrhexis,10044625.0,Skin and subcutaneous tissue disorders,10040785.0
tricuspid valve incompetence,10044640.0,Cardiac disorders,10007541.0
trigeminal neuralgia,10044652.0,Nervous system disorders,10029205.0
trigger finger,10044654.0,Musculoskeletal and connective tissue disorders,10028395.0
triple negative breast cancer,10075566.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
triple positive breast cancer,10083233.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
trismus,10044684.0,Musculoskeletal and connective tissue disorders,10028395.0
troponin i increased,10058268.0,Investigations,10022891.0
troponin increased,10058267.0,Investigations,10022891.0
troponin t increased,10058269.0,Investigations,10022891.0
tuberculosis,10044755.0,Infections and infestations,10021881.0
tubulointerstitial nephritis,10048302.0,Renal and urinary disorders,10038359.0
tumour associated fever,10052243.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
tumour compression,10068268.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
tumour excision,10061392.0,Surgical and medical procedures,10042613.0
tumour flare,10045169.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
tumour haemorrhage,10049750.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
tumour inflammation,10078786.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
tumour invasion,10064390.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
tumour lysis syndrome,10045170.0,Metabolism and nutrition disorders,10027433.0
tumour marker abnormal,10077029.0,Investigations,10022891.0
tumour marker decreased,10076385.0,Investigations,10022891.0
tumour marker increased,10048621.0,Investigations,10022891.0
tumour necrosis,10054094.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
tumour pain,10045171.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
